"[all run data]","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity"
,"487","20","0","1","1075.375","0","48.25","97","0","7.35","487","20","0","1","48.875","1425","34.05","80","0","7.05","487","3","17","0.15","176.66666666666666","3666.6666666666665","49.75","10","70","6.333333333333333","487","4","16","0.2","-1812.5","6875","53.35","16","60","6.75","487","3","17","0.15","-4403.333333333333","9166.666666666666","38.85","9","46","7","487","3","17","0.15","-5907.5","12500","38.1","10","20","6.666666666666667","487","0","20","0","0","0","43.7","0","61","0"
,"488","20","0","1","1075.375","0","48.25","97","0","7.4","488","20","0","1","43.875","1425","34.05","80","0","7.05","488","3","17","0.15","166.66666666666666","3666.6666666666665","49.75","10","70","6.333333333333333","488","4","16","0.2","-1832.5","6875","53.35","16","60","6.75","488","3","17","0.15","-4266.666666666667","9333.333333333334","38.85","9","46","7","488","3","17","0.15","-5780.833333333333","12666.666666666666","38.1","10","20","6.666666666666667","488","0","20","0","0","0","43.7","0","61","0"
,"489","20","0","1","1075.375","0","48.25","97","0","7.4","489","20","0","1","38.875","1425","34.05","80","0","7.05","489","3","17","0.15","156.66666666666666","3666.6666666666665","49.75","10","70","6.333333333333333","489","4","16","0.2","-1852.5","6875","53.35","16","60","6.75","489","3","17","0.15","-4296.666666666667","9333.333333333334","38.85","9","46","7","489","3","17","0.15","-5820.833333333333","12666.666666666666","38.1","10","20","6.666666666666667","489","0","20","0","0","0","43.7","0","61","0"
,"490","20","0","1","1075.375","0","48.25","97","0","7.4","490","20","0","1","33.875","1425","34.05","80","0","7.05","490","3","17","0.15","146.66666666666666","3666.6666666666665","49.75","10","70","6.333333333333333","490","4","16","0.2","-1872.5","6875","53.35","16","60","6.75","490","3","17","0.15","-4326.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","490","3","17","0.15","-5860.833333333333","12666.666666666666","38.1","10","20","6.666666666666667","490","0","20","0","0","0","43.7","0","61","0"
,"491","20","0","1","1075.375","0","48.25","97","0","7.4","491","20","0","1","28.875","1425","34.05","80","0","7.05","491","3","17","0.15","136.66666666666666","3666.6666666666665","49.75","10","70","6.333333333333333","491","4","16","0.2","-1892.5","6875","53.35","16","60","6.75","491","3","17","0.15","-4356.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","491","3","17","0.15","-5900.833333333333","12666.666666666666","38.1","10","20","6.666666666666667","491","0","20","0","0","0","43.7","0","61","0"
,"492","20","0","1","1075.375","0","48.25","97","0","7.4","492","20","0","1","23.875","1425","34.05","80","0","7.05","492","3","17","0.15","126.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","492","4","16","0.2","-1912.5","6875","53.35","16","60","6.75","492","3","17","0.15","-4386.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","492","3","17","0.15","-5940.833333333333","12666.666666666666","38.1","10","20","6.666666666666667","492","0","20","0","0","0","43.7","0","61","0"
,"493","20","0","1","1075.375","0","48.25","97","0","7.4","493","20","0","1","18.875","1425","34.05","80","0","7.05","493","3","17","0.15","116.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","493","4","16","0.2","-1932.5","6875","53.35","16","60","6.75","493","3","17","0.15","-4416.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","493","2","18","0.1","-8970","9750","38.1","2","28","5.5","493","0","20","0","0","0","43.7","0","61","0"
,"494","20","0","1","1075.375","0","48.25","97","0","7.4","494","20","0","1","13.875","1425","34.05","80","0","7.05","494","3","17","0.15","106.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","494","4","16","0.2","-1952.5","6875","53.35","16","60","6.75","494","3","17","0.15","-4446.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","494","2","18","0.1","-9010","9750","38.1","2","28","5.5","494","0","20","0","0","0","43.7","0","61","0"
,"495","20","0","1","1075.375","0","48.25","97","0","7.4","495","20","0","1","8.875","1425","34.05","80","0","7.05","495","3","17","0.15","96.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","495","4","16","0.2","-1972.5","6875","53.35","16","60","6.75","495","3","17","0.15","-4476.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","495","2","18","0.1","-9050","9750","38.1","2","28","5.5","495","0","20","0","0","0","43.7","0","61","0"
,"496","20","0","1","1075.375","0","48.25","97","0","7.4","496","20","0","1","3.875","1425","34.05","80","0","7.05","496","3","17","0.15","86.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","496","4","16","0.2","-1992.5","6875","53.35","16","60","6.75","496","3","17","0.15","-4506.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","496","2","18","0.1","-9090","9750","38.1","2","28","5.5","496","0","20","0","0","0","43.7","0","61","0"
,"497","20","0","1","1075.375","0","48.25","97","0","7.4","497","20","0","1","-1.125","1425","34.05","80","0","7.05","497","3","17","0.15","76.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","497","4","16","0.2","-2012.5","6875","53.35","16","60","6.75","497","3","17","0.15","-4536.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","497","2","18","0.1","-9130","9750","38.1","2","28","5.5","497","0","20","0","0","0","43.7","0","61","0"
,"498","20","0","1","1075.375","0","48.25","97","0","7.4","498","20","0","1","-6.125","1425","34.05","80","0","7.05","498","3","17","0.15","66.66666666666667","3666.6666666666665","49.75","10","70","6.333333333333333","498","4","16","0.2","-2032.5","6875","53.35","16","60","6.75","498","3","17","0.15","-4566.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","498","2","18","0.1","-9170","9750","38.1","2","28","5.5","498","0","20","0","0","0","43.7","0","61","0"
,"499","20","0","1","1075.375","0","48.25","97","0","7.4","499","20","0","1","-11.125","1425","34.05","80","0","7.05","499","3","17","0.15","56.666666666666664","3666.6666666666665","49.75","10","70","6.333333333333333","499","4","16","0.2","-2052.5","6875","53.35","16","60","6.75","499","3","17","0.15","-4596.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","499","2","18","0.1","-9210","9750","38.1","2","28","5.5","499","0","20","0","0","0","43.7","0","61","0"
,"500","20","0","1","1075.375","0","48.25","97","0","7.4","500","20","0","1","-16.125","1425","34.05","80","0","7.1","500","3","17","0.15","46.666666666666664","3666.6666666666665","49.75","10","70","6.333333333333333","500","4","16","0.2","-2072.5","6875","53.35","16","60","6.75","500","3","17","0.15","-4626.666666666667","9333.333333333334","38.85","12","46","7.333333333333333","500","2","18","0.1","-9250","9750","38.1","2","28","5.5","500","0","20","0","0","0","43.7","0","61","0"
,"501","20","0","1","1075.375","0","48.25","97","0","7.4","501","20","0","1","78.875","1525","34.05","80","0","7.1","501","3","17","0.15","370","4000","49.75","10","70","6.333333333333333","501","3","17","0.15","-2616.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667","501","3","17","0.15","-4490","9500","38.85","12","46","7.333333333333333","501","2","18","0.1","-9040","10000","38.1","2","28","5.5","501","0","20","0","0","0","43.7","0","61","0"
,"502","20","0","1","1075.375","0","48.25","97","0","7.4","502","20","0","1","123.875","1575","34.05","80","0","7.1","502","3","17","0.15","360","4000","49.75","10","70","6.333333333333333","502","3","17","0.15","-2636.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667","502","3","17","0.15","-4520","9500","38.85","12","46","7.333333333333333","502","2","18","0.1","-9080","10000","38.1","2","28","5.5","502","0","20","0","0","0","43.7","0","61","0"
,"503","20","0","1","1075.375","0","48.25","97","0","7.4","503","20","0","1","118.875","1575","34.05","80","0","7.1","503","3","17","0.15","350","4000","49.75","10","70","6.333333333333333","503","3","17","0.15","-2656.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667","503","3","17","0.15","-4550","9500","38.85","12","46","7.333333333333333","503","2","18","0.1","-9120","10000","38.1","2","28","5.5","503","0","20","0","0","0","43.7","0","61","0"
,"504","20","0","1","1075.375","0","48.25","97","0","7.4","504","20","0","1","113.875","1575","34.05","80","0","7.1","504","3","17","0.15","340","4000","49.75","10","70","6.333333333333333","504","3","17","0.15","-2676.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667","504","3","17","0.15","-4580","9500","38.85","12","46","7.333333333333333","504","2","18","0.1","-9160","10000","38.1","2","28","5.5","504","0","20","0","0","0","43.7","0","61","0"
,"505","20","0","1","1075.375","0","48.25","97","0","7.4","505","20","0","1","133.875","1600","34.05","80","0","7.1","505","3","17","0.15","330","4000","49.75","10","70","6.333333333333333","505","3","17","0.15","-2696.6666666666665","6333.333333333333","53.35","13","63","7","505","3","17","0.15","-4443.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","505","2","18","0.1","-9200","10000","38.1","2","28","5.5","505","0","20","0","0","0","43.7","0","61","0"
,"506","20","0","1","1075.375","0","48.25","97","0","7.4","506","20","0","1","128.875","1600","34.05","80","0","7.1","506","3","17","0.15","320","4000","49.75","10","70","6.333333333333333","506","3","17","0.15","-2716.6666666666665","6333.333333333333","53.35","13","63","7","506","3","17","0.15","-4473.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","506","2","18","0.1","-9240","10000","38.1","2","28","5.5","506","0","20","0","0","0","43.7","0","61","0"
,"507","20","0","1","1075.375","0","48.25","97","0","7.4","507","20","0","1","173.875","1650","34.05","80","0","7.1","507","3","17","0.15","310","4000","49.75","10","70","6.333333333333333","507","3","17","0.15","-2736.6666666666665","6333.333333333333","53.35","13","63","7","507","3","17","0.15","-4503.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","507","2","18","0.1","-9280","10000","38.1","2","28","5.5","507","0","20","0","0","0","43.7","0","61","0"
,"508","20","0","1","1075.375","0","48.25","97","0","7.4","508","20","0","1","168.875","1650","34.05","80","0","7.1","508","3","17","0.15","300","4000","49.75","10","70","6.333333333333333","508","3","17","0.15","-2756.6666666666665","6333.333333333333","53.35","13","63","7","508","3","17","0.15","-4533.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","508","2","18","0.1","-9320","10000","38.1","2","28","5.5","508","0","20","0","0","0","43.7","0","61","0"
,"509","20","0","1","1075.375","0","48.25","97","0","7.4","509","20","0","1","163.875","1650","34.05","80","0","7.1","509","3","17","0.15","290","4000","49.75","10","70","6.333333333333333","509","3","17","0.15","-2776.6666666666665","6333.333333333333","53.35","13","63","7","509","3","17","0.15","-4563.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","509","2","18","0.1","-9360","10000","38.1","2","28","5.5","509","0","20","0","0","0","43.7","0","61","0"
,"510","20","0","1","1075.375","0","48.25","97","0","7.4","510","20","0","1","183.875","1675","34.05","80","0","7.1","510","3","17","0.15","280","4000","49.75","10","70","6.333333333333333","510","3","17","0.15","-2796.6666666666665","6333.333333333333","53.35","13","63","7","510","3","17","0.15","-4593.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","510","2","18","0.1","-9400","10000","38.1","2","28","5.5","510","0","20","0","0","0","43.7","0","61","0"
,"511","20","0","1","1075.375","0","48.25","97","0","7.4","511","20","0","1","178.875","1675","34.05","80","0","7.1","511","3","17","0.15","270","4000","49.75","10","70","6.333333333333333","511","3","17","0.15","-2650","6500","53.35","13","63","7","511","3","17","0.15","-4623.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","511","2","18","0.1","-9440","10000","38.1","2","28","5.5","511","0","20","0","0","0","43.7","0","61","0"
,"512","20","0","1","1075.375","0","48.25","97","0","7.4","512","20","0","1","173.875","1675","34.05","80","0","7.1","512","3","17","0.15","260","4000","49.75","10","70","6.333333333333333","512","3","17","0.15","-2670","6500","53.35","13","63","7","512","3","17","0.15","-4653.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","512","2","18","0.1","-9480","10000","38.1","2","28","5.5","512","0","20","0","0","0","43.7","0","61","0"
,"513","20","0","1","1075.375","0","48.25","97","0","7.4","513","20","0","1","168.875","1675","34.05","80","0","7.1","513","3","17","0.15","250","4000","49.75","10","70","6.333333333333333","513","3","17","0.15","-2690","6500","53.35","13","63","7","513","3","17","0.15","-4683.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","513","2","18","0.1","-9270","10250","38.1","2","28","5.5","513","0","20","0","0","0","43.7","0","61","0"
,"514","20","0","1","1075.375","0","48.25","97","0","7.4","514","20","0","1","188.875","1700","34.05","80","0","7.1","514","3","17","0.15","240","4000","49.75","10","70","6.333333333333333","514","3","17","0.15","-2710","6500","53.35","13","63","7","514","3","17","0.15","-4713.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","514","2","18","0.1","-9310","10250","38.1","2","28","5.5","514","0","20","0","0","0","43.7","0","61","0"
,"515","20","0","1","1075.375","0","48.25","97","0","7.4","515","20","0","1","183.875","1700","34.05","80","0","7.1","515","2","18","0.1","350","4500","49.75","0","80","4.5","515","3","17","0.15","-2730","6500","53.35","13","63","7","515","3","17","0.15","-4743.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","515","2","18","0.1","-9350","10250","38.1","2","28","5.5","515","0","20","0","0","0","43.7","0","61","0"
,"516","20","0","1","1075.375","0","48.25","97","0","7.4","516","20","0","1","178.875","1700","34.05","80","0","7.1","516","2","18","0.1","340","4500","49.75","0","80","4.5","516","3","17","0.15","-2750","6500","53.35","13","63","7","516","3","17","0.15","-4773.333333333333","9666.666666666666","38.85","12","46","7.333333333333333","516","2","18","0.1","-9390","10250","38.1","2","28","5.5","516","0","20","0","0","0","43.7","0","61","0"
,"517","20","0","1","1075.375","0","48.25","97","0","7.4","517","20","0","1","173.875","1700","34.05","80","0","7.1","517","2","18","0.1","330","4500","49.75","0","80","4.5","517","3","17","0.15","-2770","6500","53.35","13","63","7","517","3","17","0.15","-4636.666666666667","9833.333333333334","38.85","12","46","7.333333333333333","517","2","18","0.1","-9430","10250","38.1","2","28","5.5","517","0","20","0","0","0","43.7","0","61","0"
,"518","20","0","1","1075.375","0","48.25","97","0","7.45","518","20","0","1","168.875","1700","34.05","80","0","7.1","518","2","18","0.1","320","4500","49.75","0","80","4.5","518","3","17","0.15","-2790","6500","53.35","13","63","7","518","3","17","0.15","-4666.666666666667","9833.333333333334","38.85","12","46","7.333333333333333","518","2","18","0.1","-9470","10250","38.1","2","28","5.5","518","0","20","0","0","0","43.7","0","61","0"
,"519","20","0","1","1075.375","0","48.25","97","0","7.45","519","20","0","1","163.875","1700","34.05","80","0","7.1","519","2","18","0.1","310","4500","49.75","0","80","4.5","519","3","17","0.15","-2810","6500","53.35","13","63","7","519","3","17","0.15","-4696.666666666667","9833.333333333334","38.85","12","46","7.333333333333333","519","2","18","0.1","-9510","10250","38.1","2","28","5.5","519","0","20","0","0","0","43.7","0","61","0"
,"520","20","0","1","1075.375","0","48.25","97","0","7.45","520","20","0","1","208.875","1750","34.05","80","0","7.1","520","2","18","0.1","300","4500","49.75","0","80","4.5","520","3","17","0.15","-2830","6500","53.35","13","63","7","520","3","17","0.15","-4726.666666666667","9833.333333333334","38.85","12","46","7.333333333333333","520","2","18","0.1","-9550","10250","38.1","2","28","5.5","520","0","20","0","0","0","43.7","0","61","0"
